"N° Id","Tipo Imbarcazioni Ship Type","Nomi Imbarcazioni Ship Name","Naz. Imbarcazioni Ship Nationality","Porto Partenza Departure Place","Partenza Departure","Porto Arrivo Arrival Place","Arrivo Arrival","Porto Scalo Portcall Place","Merce Articles","Fonte Sources","Persona People Info"
04555,galea,,,Roma,,Pisa,06/02/1395,,,"Archivio di Stato di Prato (Datini)","Biecolo Faraone di Gaeta (padrone)"
04556,,,,Pisa,08/02/1395,Roma,,,,"Archivio di Stato di Prato (Datini)","Biecolo Faraone di Gaeta (padrone)"
04562,galea,,,Pisa,04/05/1394,Roma,,,,"Archivio di Stato di Prato (Datini)","Iacomo Faraone (padrone)"
04563,,,,Bruges,01/01/1400,Valenza,,,"sardine, ossa","Archivio di Stato di Prato (Datini)","Martino Farina (padrone)"
04564,nave,,,Pisa,20/08/1394,Genova,,,,"Archivio di Stato di Prato (Datini)","Boni Fazinghi (padrone)"
04565,,,,Genova,,Pisa,25/02/1409,,,"Archivio di Stato di Prato (Datini)","Francesco Fattinnanzi di Genova (padrone)"
04569,,,Liguria-Italia,Bruges,11/05/1408,Levante,,"Southampton, Cadice, Pisa, Genova",panni,"Archivio di Stato di Prato (Datini)","Piero d'Allegro di Genova (padrone), Francesco Fattinnanzi di Genova (padrone)"
04574,,,,Cadaqués,02/01/1407,,,,,"Archivio di Stato di Prato (Datini)","Matteo Favar (padrone)"
04575,,,,Sicilia,,Barcellona,14/10/1405,,frumento,"Archivio di Stato di Prato (Datini)","Matteo Favar (padrone)"
04580,,,,"Alessandria d'Egitto",,Genova,04/01/1387,,,"Archivio di Stato di Prato (Datini)","Federigo … (padrone)"
04582,,,,Livorno,21/03/1401,Pisa,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04583,barca,,,Livorno,,Pisa,08/01/1399,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04585,,,,Livorno,,Pisa,04/09/1395,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04586,,,,Livorno,,Pisa,09/06/1395,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04587,,,,Livorno,07/06/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04588,barca,,,Livorno,30/05/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04589,barca,,,Livorno,24/05/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04590,,,,Livorno,12/05/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04591,,,,Livorno,,Pisa,01/04/1395,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04592,,,,Pisa,14/02/1395,Roma,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04593,,,,Pisa,10/02/1395,Roma,,,,"Archivio di Stato di Prato (Datini)","Felino di Colo di Livorno (padrone)"
04594,liuto,,,Pisa,,"Pisa, Livorno",13/11/1399,,,"Archivio di Stato di Prato (Datini)","Niccolò Fello de La Spezia (padrone), Niccolò Sello de La Spezia (padrone)"
04595,rampino,,,Barcellona,30/08/1408,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Fels (padrone)"
04596,nave,Fentra,,Marsiglia,,Barcellona,22/12/1395,,,"Archivio di Stato di Prato (Datini)",
04597,barca,,,Maiorca,27/03/1407,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Giovanni Ferando (padrone)"
04602,barca,,,Valenza,09/12/1407,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Francesco Ferara (padrone)"
04604,nave,,Catalogna-Spagna,Beirut,22/11/1398,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Amo Rosso (padrone), Raffeo Feret (padrone)"
04604,nave,,Catalogna-Spagna,Beirut,22/11/1398,Barcellona,,,,,"Gian Masteo (n.s.)"
04608,,,,Pisa,,Barcellona,24/04/1391,,,"Archivio di Stato di Prato (Datini)","Arnao Feriere (padrone), Arnao Ingrao Gherao (padrone)"
04609,,,,Barcellona,18/12/1388,Talamone,,,,"Archivio di Stato di Prato (Datini)","Arnao Feriere (padrone)"
04612,,,,Pisa,22/11/1384,Palermo,,,,"Archivio di Stato di Prato (Datini)","Arnoldo Feriere (padrone)"
04613,legno,,,Maiorca,19/10/1395,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Giame Ferrier di San Feliu de Guíxois (padrone)"
04614,legno,,,Maiorca,18/10/1395,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Giovanni Ferier de La Coruña (padrone)"
04618,,,,Barcellona,,Palamós,02/08/1386,Pisa,,"Archivio di Stato di Prato (Datini)","Giame Ferrier di San Feliu de Guixols (padrone)"
04619,,,,Pisa,21/07/1396,Palamós,,,,"Archivio di Stato di Prato (Datini)","Giame Ferrier di San Feliu de Guixols (padrone)"
04621,"2 coperte",,,Barcellona,11/07/1386,Gaeta,,"Ibiza, Cagliari",,"Archivio di Stato di Prato (Datini)","Pericone Feriere (padrone)"
04624,,,,Venezia,15/07/1395,,,,,"Archivio di Stato di Prato (Datini)","Piero Ferieri (padrone), Niccoloso Raspeo (padrone)"
04625,,,,Maiorca,15/05/1396,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Piero Ulivieri di Barcellona (padrone), Piero Ferieri (padrone)"
04627,legno,,,Barcellona,11/12/1396,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Piero Ferieri (padrone)"
04628,,,,Napoli,01/04/1397,Barcellona,06/04/1397,,,"Archivio di Stato di Prato (Datini)","Piero Ferieri (padrone)"
04629,,,,Barcellona,24/12/1407,Pisa,,Barcellona,,"Archivio di Stato di Prato (Datini)","Puccio Ferrieri (padrone), Marco Anzina (padrone)"
04630,,,,Genova,,Barcellona,05/06/1395,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04632,,,,Valenza,,Barcellona,13/03/1396,"Peñiscola, Tortosa",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04637,,,,Barcellona,04/04/1396,Genova,23/04/1396,,,"Archivio di Stato di Prato (Datini)","Giovanni Giusto da Valenza (padrone), Ramon Feriere (padrone)"
04638,,,,Valenza,,Genova,23/04/1396,"Barcellona, Blanes",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone), Giovanni Giusto da Valenza (padrone)"
04639,,,,Genova,,Valenza,10/07/1396,Barcellona,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04640,,,,Genova,20/05/1396,Barcellona,30/05/1396,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04641,,,,Valenza,17/07/1396,Barcellona,,"Peñiscola, Tortosa",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04642,,,,Barcellona,30/08/1396,Genova,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04644,,,,Genova,18/01/1397,Barcellona,28/02/1397,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04647,,,,Barcellona,06/04/1397,Pisa,20/05/1397,"Costa tra Barcellona e Valenza",grano,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04650,,,,Pisa,,Genova,24/08/1397,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04652,,,,Genova,15/09/1397,Barcellona,21/09/1397,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04653,,,,Barcellona,17/10/1397,Genova,,"Peñiscola, Tortosa, Barcellona",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04655,,,,Barcellona,18/03/1398,Valenza,,"Golfo di Narbona, San Feliu de Guíxois, Blanes, Genova, Barcellona",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04656,,,,Catalogna,,Genova,13/04/1398,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04660,,,,"Cap de Salou",,Maiorca,12/11/1398,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04660,,,,Barcellona,05/11/1398,"Cap de Salou",,,,,"Ramon Feriere (padrone), Giovanni di Pino (padrone)"
04662,,,,Barcellona,22/01/1399,Tortosa,,Valenza,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04664,,,,Valenza,,Blanes,28/02/1399,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04667,veliera,,,Barcellona,,Barcellona,21/12/1399,"Valenza, Ibiza, Maiorca, Mahón, Blanes, Marsiglia, Barcellona, Motrone, Genova, Palamos",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04669,,,,Maiorca,21/08/1399,Pisa,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04676,,,,Maiorca,29/08/1399,Mahón,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04678,,,,Barcellona,03/09/1399,Genova,10/10/1399,Motrone,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04679,,,,Barcellona,,Genova,08/10/1399,Pisa,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04680,,,,Marsiglia,30/09/1399,,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04681,,,,Catalogna,,Genova,08/10/1399,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04685,,,,Genova,12/12/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04686,,,,Genova,15/12/1399,Barcellona,21/12/1399,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04687,,,,Genova,,Barcellona,21/12/1399,,"pastello, filo d'oro, fustagni","Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04691,,,,"Alessandria d'Egitto",17/03/1401,Pisa,,"Savona, Aigues Mortes",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04692,,,,Savona,08/06/1401,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04693,,,,,,Barcellona,21/06/1401,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04694,,,,Barcellona,30/07/1401,Genova,,"Valenza, Blanes",,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone), Antonio da Seri (padrone)"
04695,,,,Genova,02/02/1402,Valenza,,Barcellona,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone), Antonio da Seri (padrone)"
04696,,,,"Alessandria d'Egitto",01/03/1402,Catalogna,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04697,,,,"Alessandria d'Egitto",,Pisa,15/05/1402,Maiorca,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04698,,,,Blanes,04/10/1401,Genova,,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone), Antonio da Seri (padrone)"
04699,,,,Barcellona,,Genova,12/10/1401,,,"Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone)"
04701,,,,Palamós,06/10/1403,Barcellona,19/10/1403,,"cotone di Malta, zucchero, allume","Archivio di Stato di Prato (Datini)","Ramon Feriere (padrone), Antonio da Seri (padrone)"
04704,,,,Maiorca,16/11/1406,,,,,"Archivio di Stato di Prato (Datini)","Ferier (padrone)"
04705,,,,Barcellona,,Genova,17/11/1400,,,"Archivio di Stato di Prato (Datini)","Oriolo Ramon (padrone), Ferieri Vidello (padrone)"
04775,,,,Peñiscola,,Genova,20/04/1396,"Barcellona, Blanes",,"Archivio di Stato di Prato (Datini)","Giovanni Giusto da Valenza (padrone), Piero Ginier (conducitore)"
04776,,,,Barcellona,24/03/1399,Barcellona,16/06/1399,"Cap de Salou, Barcellona, Pisa, Genova",,"Archivio di Stato di Prato (Datini)","Guglielmo Bernardi (padrone), Francesco Setria (padrone), Ramon Feriere (padrone)"
04778,,,,Sardegna,,Barcellona,16/04/1410,,,"Archivio di Stato di Prato (Datini)","Raffaello Ferrieri (padrone)"
04781,,,,Venezia,26/05/1406,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Raffaello Ferrieri (padrone), Bernardo Fustier di Barcellona (padrone)"
04782,,,,"Alessandria d'Egitto",,Barcellona,13/04/1405,"Villafranca, Aigues Mortes",,"Archivio di Stato di Prato (Datini)","Raffaello Ferrieri (padrone)"
04783,,,,Barcellona,01/12/1403,"Alessandria d'Egitto",,,,"Archivio di Stato di Prato (Datini)","Raffaello Ferieri (padrone)"
04784,barca,,,Barcellona,22/04/1400,Valenza,,,,"Archivio di Stato di Prato (Datini)","Giame Ferinaldo (padrone)"
04785,,,,Barcellona,21/07/1408,Maiorca,,,,"Archivio di Stato di Prato (Datini)","Feriol (padrone)"
04786,legno,,,Palamós,25/10/1384,Pisa,,,,"Archivio di Stato di Prato (Datini)","Simone Ferraro (padrone)"
04787,,,,Savona,09/01/1397,Genova,,,,"Archivio di Stato di Prato (Datini)","Giuliano Ferroro di Celle (padrone)"
04788,liuto,,,Pisa,03/11/1389,Livorno,,,,"Archivio di Stato di Prato (Datini)","Niccoloso Festa (padrone)"
04789,,,,Barcellona,03/12/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Giame Fibla (padrone)"
04792,,,,Catalogna,,Pisa,05/04/1409,,,"Archivio di Stato di Prato (Datini)","Battista da Fiero (padrone)"
04794,,,,Tortosa,25/07/1392,Tunisi,,"Peñiscola, Pisa",,"Archivio di Stato di Prato (Datini)","Giovanni Conte (padrone)"
04795,nave,,,Catalogna,,Pisa,01/08/1392,,,"Archivio di Stato di Prato (Datini)","Giovanni Conte (padrone)"
04797,,,,Peñiscola,01/08/1392,Pisa,09/08/1392,"Costa tra Barcellona e Valenza",lane,"Archivio di Stato di Prato (Datini)","Giovanni Conte (padrone), Bartolomeo Fieschi (padrone)"
04798,,,,,,Pisa,15/08/1392,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Fieschi (padrone)"
04799,nave,,,Catalogna,,Pisa,01/08/1392,,,"Archivio di Stato di Prato (Datini)","Bartolomeo Fieschi (padrone)"
04802,nave,,,Ibiza,31/05/1392,Peñiscola,,Tortosa,,"Archivio di Stato di Prato (Datini)","Bartolomeo Fieschi (padrone), Giovanni Conte di Genova (padrone)"
04804,,,,"Alessandria d'Egitto",,Genova,18/05/1387,,,"Archivio di Stato di Prato (Datini)","Benedetto Fieschi di Genova (padrone)"
04805,nave,,,Famagosta,25/05/1388,Genova,,,,"Archivio di Stato di Prato (Datini)","Benedetto Fieschi di Genova (padrone)"
04806,,,,Levante,,Southampton,29/10/1394,,spezie,"Archivio di Stato di Prato (Datini)","Benedetto Fieschi di Genova (padrone), Giovanni Alessandri di Genova (padrone), Salagrusso di Negro di Genova (padrone)"
04810,,,,Fiandra,,Genova,15/11/1395,"Spagna, Pisa",,"Archivio di Stato di Prato (Datini)","Benedetto Fieschi di Genova (padrone)"
04815,nave,,,Southampton,09/05/1399,,,,,"Archivio di Stato di Prato (Datini)","Benedetto dal Fiesco (padrone)"
04820,,,,"Aigues Mortes",04/10/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)","Giuffrè Fieschi di Genova (padrone)"
04822,,,,Valenza,11/09/1392,Genova,,,,"Archivio di Stato di Prato (Datini)","Giuffrè Fieschi di Genova (padrone)"
04823,galea,,,Pisa,10/10/1390,,,,,"Archivio di Stato di Prato (Datini)","messer Luca Fieschi (padrone)"
04827,barca,,,Marsiglia,18/10/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)","Antonio Figliolini (padrone)"
04829,,Figliolina,,Marsiglia,17/11/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)",
04830,,Figliolina,,"Arles, Avignone, Marsiglia",16/10/1388,Pisa,,,,"Archivio di Stato di Prato (Datini)",
04833,nave,Figliolina,,Port-de-Bouc,,Pisa,20/10/1389,,,"Archivio di Stato di Prato (Datini)",
04835,,Figliolina,,Port-de-Bouc,13/10/1389,,,,,"Archivio di Stato di Prato (Datini)",
04843,,,,Palermo,20/09/1385,Pisa,,,,"Archivio di Stato di Prato (Datini)","Mastro Filippo (padrone)"
04844,,,,Romania,,Livorno,25/09/1386,,allume,"Archivio di Stato di Prato (Datini)","Filippo di Piero di ser Feo (padrone)"
04856,galeazza,,,Savona,14/11/1400,,,,,"Archivio di Stato di Prato (Datini)","Feriale (padrone)"
04857,nave,,,Blanes,,"San Feliu de Guíxois",26/01/1396,,,"Archivio di Stato di Prato (Datini)","Benedetto de' Finetti (passeggero)"
04859,navetta,,,Maiorca,,Barcellona,07/09/1400,,,"Archivio di Stato di Prato (Datini)",
04863,nave,,Liguria-Italia,Barcellona,04/07/1407,Pisa,,"Maiorca, Ibiza, Mahón",,"Archivio di Stato di Prato (Datini)","Francesco Foderato di Savona (padrone)"
04869,,,"Catalogna-Spagna, n.s.",Peñiscola,,Pisa,24/02/1396,"Tortosa, Barcellona, Alghero, Corsica, Pisa",,"Archivio di Stato di Prato (Datini)","Stefano Broglio di Barcellona (padrone), Brunochieri (padrone), Piero Moroso di Barcellona (padrone), Fogasotto (padrone)"
04871,nave,,,Barcellona,17/05/1398,Beirut,,Sicilia,,"Archivio di Stato di Prato (Datini)","Piero Moroso di Barcellona (padrone), Brunochieri (padrone)"
04871,,,,Barcellona,17/05/1398,Sicilia,,,,,"Teriglio (padrone), Fogasotto (padrone), Guglielmo Bernardi (padrone), Carbone (padrone), Colombiere (padrone), Gariga (padrone)"
04873,,,,Barcellona,01/08/1398,Beirut,,Siracusa,,"Archivio di Stato di Prato (Datini)","Piero Brulichieri (padrone)"
04874,,,,"Costa tra Barcellona e Valenza",,Barcellona,30/01/1399,,,"Archivio di Stato di Prato (Datini)","Ferieri Vidello (padrone)"
04874,,"n.s., n.s., n.s., Rocchetta",,Palamós,15/02/1399,Pisa,20/02/1399,,,,"Ferieri Vidello (padrone), Fogasotto (padrone), Niccolò Pugiades (padrone), Rocchetta (padrone)"
04875,"legno, n.s., n.s., n.s.",,,Palamós,15/02/1399,Palamós,28/03/1399,"Pisa, Maiorca",,"Archivio di Stato di Prato (Datini)","Niccolaio Rocchetta di Palamós (padrone), Niccolò Pugiades (padrone), Fogasotto (padrone), Orta (padrone)"
04876,,,,Messina,,Barcellona,27/04/1401,Maiorca,,"Archivio di Stato di Prato (Datini)","Piero Brulichieri (padrone), Fogasotto (padrone)"
04879,,,,Valenza,13/05/1394,Genova,,"Peñiscola, Tortosa, Barcellona, Pisa",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04880,,,,Valenza,17/05/1394,Pisa,,"Peñiscola, Tortosa",,"Archivio di Stato di Prato (Datini)","Francesco Fogasotto (padrone)"
04881,,,,Catalogna,,Pisa,09/08/1394,Barcellona,,"Archivio di Stato di Prato (Datini)","Francesco Fogasotto (padrone)"
04883,,,,Barcellona,,Pisa,09/08/1394,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04885,,,,Barcellona,21/10/1394,,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04886,,,,Genova,,Maiorca,30/11/1394,"Barcellona, Valenza",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04888,,,,Maiorca,02/03/1395,Barcellona,,"Tortosa, Peñiscola",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04889,,,,Maiorca,02/03/1395,Peñiscola,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04890,,,,Barcellona,11/05/1395,Pisa,17/05/1395,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04891,,,,Pisa,01/06/1395,Barcellona,05/06/1395,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04895,,,,Barcellona,02/12/1395,Pisa,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04898,,,,Pisa,23/02/1396,,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone), Passadore (padrone), Brunochieri (padrone)"
04899,,,,Pisa,23/02/1396,Barcellona,15/03/1396,Roses,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone), Brunochieri (padrone)"
04900,nave,,Toscana-Italia,Pisa,,Roses,04/03/1396,,,"Archivio di Stato di Prato (Datini)","Fogasotto (n.s.), Stefano Broglio di Barcellona (n.s.), Brunighieri (n.s.), Piero Moroso di Barcellona (n.s.)"
04901,,,,Barcellona,,Livorno,26/05/1396,,,"Archivio di Stato di Prato (Datini)","Francesco Fogaciotto (padrone)"
04902,,,,Barcellona,,Livorno,26/05/1396,,,"Archivio di Stato di Prato (Datini)","Francesco Fogaciotto (padrone)"
04903,,,,Genova,28/06/1396,Barcellona,12/07/1396,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04904,,,,Sicilia,08/09/1396,Barcellona,08/10/1396,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04924,,,,Barberia,,Pisa,18/05/1397,Maiorca,"grano, lana","Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04925,,,,Barberia,,Pisa,20/05/1397,Maiorca,grano,"Archivio di Stato di Prato (Datini)","Francesco Fogasotto (padrone), Giame Termini (padrone)"
04926,,,,Pisa,,Genova,20/06/1397,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04927,,,,Pisa,18/06/1397,,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04928,,,,Barberia,,Pisa,18/05/1397,Maiorca,grano,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04929,,,,Genova,28/06/1397,Barcellona,12/07/1397,Savona,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04930,,,,Pisa,,Genova,28/06/1397,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04931,,,,Barcellona,02/10/1397,Sicilia,,"Ibiza, Barcellona",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04934,,,,"Costa tra Barcellona e Valenza",,Barcellona,29/01/1399,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone), Niccolò Pugiades (padrone)"
04935,,,,Pisa,,Barcellona,11/04/1399,Genova,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04936,,,,Barcellona,21/05/1399,Barcellona,27/09/1399,"Blanes, San Feliu de Guíxois, Genova",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04937,,,,Barcellona,,Genova,08/06/1399,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04939,,,,Barcellona,,Genova,12/06/1399,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04940,,,,Genova,24/06/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04941,,,,Genova,27/06/1399,Barcellona,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04943,nave,,,Barcellona,29/01/1400,Modone,,"Sicilia, Siracusa, Beirut",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04946,,,,Beirut,10/11/1400,,,,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04947,,,,Beirut,13/12/1400,Barcellona,,Candia,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04948,,,,Beirut,16/12/1400,Maiorca,20/03/1401,"Candia, Modone, Messina",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04949,,,,Beirut,26/11/1400,Barcellona,23/04/1401,"Rodi, Messina, Maiorca",,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04950,,,,Beirut,,Barcellona,23/04/1401,Maiorca,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04951,cocca,,,Barcellona,03/05/1401,Barcellona,08/09/1401,"Ibiza, Calabria, Palermo",sale,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone)"
04952,,,,Barcellona,25/11/1401,"Alessandria d'Egitto",,Sicilia,,"Archivio di Stato di Prato (Datini)","Fogasotto (padrone), Orta (padrone), Ruggeri (padrone)"
